PERSON_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER
1628370,Malik Monk,Lakers,Guard,192,90.72,USA,1998-02-04,4,11
202328,Greg Monroe,Timberwolves,Forward-Center,185,113.4,USA,1990-06-04,11,7
1630541,Moses Moody,Warriors,Guard,198,95.71,USA,2002-05-31,0,14
1629875,Xavier Moon,Clippers,Guard,188,74.84,USA,1995-01-02,0,Undrafted
1629630,Ja Morant,Grizzlies,Guard,192,78.93,USA,1999-08-10,2,2
1629752,Juwan Morgan,Celtics,Forward,204,105.23,USA,1997-04-17,2,Undrafted
202693,Markieff Morris,Heat,Forward,210,111.13,USA,1989-09-02,10,13
1628420,Monte Morris,Nuggets,Guard,188,83.01,USA,1995-06-27,4,51
202694,Marcus Morris Sr.,Clippers,Forward,207,98.88,USA,1989-09-02,10,14
1628539,Mychal Mulder,Heat,Guard,192,88.45,Canada,1994-06-12,2,Undrafted
1630530,Trey Murphy III,Pelicans,Forward,207,93.44,USA,2000-06-18,0,17
1627749,Dejounte Murray,Spurs,Guard,195,81.65,USA,1996-09-19,5,29
1627750,Jamal Murray,Nuggets,Guard,192,97.52,Canada,1997-02-23,5,7
203488,Mike Muscala,Thunder,Forward-Center,185,108.86,USA,1991-07-01,8,44
1629004,Svi Mykhailiuk,Raptors,Guard-Forward,204,92.99,Ukraine,1997-06-10,3,47
1626204,Larry Nance Jr.,Pelicans,Forward-Center,204,111.13,USA,1993-01-01,6,27
1630612,RJ Nembhard Jr.,Cavaliers,Guard,195,90.72,USA,1999-03-22,0,Undrafted
1630174,Aaron Nesmith,Celtics,Guard-Forward,198,97.52,USA,1999-10-16,1,14
203526,Raul Neto,Wizards,Guard,188,81.65,Brazil,1992-05-19,6,47
1627777,Georges Niang,76ers,Forward,204,104.33,USA,1993-06-17,5,50
1630227,Daishen Nix,Rockets,Guard,195,102.51,USA,2002-02-13,0,Undrafted
1630192,Zeke Nnaji,Nuggets,Forward-Center,210,108.86,USA,2001-01-09,1,22
203457,Nerlens Noel,Knicks,Center-Forward,186,99.79,USA,1994-04-10,8,6
1629669,Jaylen Nowell,Timberwolves,Guard,195,91.17,USA,1999-07-09,2,43
1628373,Frank Ntilikina,Mavericks,Guard,195,90.72,France,1998-07-28,4,8
1629134,Kendrick Nunn,Lakers,Guard,188,86.18,USA,1995-08-03,3,Undrafted
203994,Jusuf Nurkic,Trail Blazers,Center,186,131.54,Bosnia and Herzegovina,1994-08-23,7,16
1628021,David Nwaba,Rockets,Guard-Forward,198,99.34,USA,1993-01-14,5,Undrafted
1629670,Jordan Nwora,Bucks,Forward,207,102.06,USA,1998-09-09,1,45
1626220,Royce O'Neale,Jazz,Forward,198,102.51,USA,1993-06-05,4,Undrafted
1629643,Chuma Okeke,Magic,Forward,201,103.87,USA,1998-08-18,1,16
1629006,Josh Okogie,Timberwolves,Guard,195,96.62,Nigeria,1998-09-01,3,20
1630168,Onyeka Okongwu,Hawks,Forward-Center,207,108.86,USA,2000-12-11,1,6
1630171,Isaac Okoro,Cavaliers,Forward-Guard,198,102.06,USA,2001-01-26,1,5
203506,Victor Oladipo,Heat,Guard,195,96.62,USA,1992-05-04,8,2
203482,Kelly Olynyk,Pistons,Forward-Center,186,108.86,Canada,1991-04-19,8,13
1626224,Cedi Osman,Cavaliers,Forward,204,104.33,Turkey,1995-04-08,4,31
1626162,Kelly Oubre Jr.,Hornets,Forward-Guard,201,92.08,USA,1995-12-09,6,15
1629672,Eric Paschall,Jazz,Forward,201,115.67,USA,1996-11-04,2,41
101108,Chris Paul,Suns,Guard,182,79.38,USA,1985-05-06,16,4
1626166,Cameron Payne,Suns,Guard,185,83.01,USA,1994-08-08,6,14
203901,Elfrid Payton,Suns,Guard,192,88.45,USA,1994-02-22,7,10
1627780,Gary Payton II,Warriors,Guard,192,88.45,USA,1992-12-01,5,Undrafted
1630691,Jamorko Pickett,Pistons,Forward,210,93.44,USA,1997-12-24,0,Undrafted
1629033,Theo Pinson,Mavericks,Guard-Forward,198,96.16,USA,1995-11-05,3,Undrafted
203486,Mason Plumlee,Hornets,Forward-Center,186,115.21,USA,1990-03-05,8,22
1627751,Jakob Poeltl,Spurs,Center,216,111.13,Austria,1995-10-15,5,9
1630197,Aleksej Pokusevski,Thunder,Forward,213,86.18,Serbia,2001-12-26,1,17
1630582,Yves Pons,Grizzlies,Forward,198,93.44,France,1999-05-07,0,Undrafted
1629673,Jordan Poole,Warriors,Guard,195,88.0,USA,1999-06-19,2,28
1629645,Kevin Porter Jr.,Rockets,Guard-Forward,195,92.08,USA,2000-05-04,2,30
1629008,Michael Porter Jr.,Nuggets,Forward,185,98.88,USA,1998-06-29,3,14
203490,Otto Porter Jr.,Warriors,Forward,207,89.81,USA,1993-06-03,8,3
1626171,Bobby Portis,Bucks,Forward,185,113.4,USA,1995-02-10,6,22
204001,Kristaps Porzingis,Wizards,Forward-Center,222,108.86,Latvia,1995-08-02,6,4
203939,Dwight Powell,Mavericks,Forward-Center,185,108.86,Canada,1991-07-20,7,45
1629619,Myles Powell,76ers,Guard,188,88.45,USA,1997-07-07,0,Undrafted
1626181,Norman Powell,Clippers,Guard,192,97.52,USA,1993-05-25,6,46
1630563,Joshua Primo,Spurs,Guard,195,85.73,Canada,2002-12-24,0,12
1627752,Taurean Prince,Timberwolves,Forward,201,98.88,USA,1994-03-22,5,12
1630202,Payton Pritchard,Celtics,Guard,185,88.45,USA,1998-01-28,1,26
1630243,Trevelin Queen,Rockets,Guard,201,86.18,USA,1997-02-25,0,Undrafted
1629674,Neemias Queta,Kings,Center,213,112.49,Portugal,1999-07-13,0,39
1630193,Immanuel Quickley,Knicks,Guard,192,86.18,USA,1999-06-17,1,25
203944,Julius Randle,Knicks,Forward-Center,207,113.4,USA,1994-11-29,7,7
1630559,Austin Reaves,Lakers,Guard,198,89.36,USA,1998-05-29,0,Undrafted
1629629,Cam Reddish,Knicks,Forward-Guard,207,98.43,USA,1999-09-01,2,10
1628432,Davon Reed,Nuggets,Guard,198,93.44,USA,1995-06-11,4,32
1630194,Paul Reed,76ers,Forward,210,95.25,USA,1999-06-14,1,58
1629675,Naz Reid,Timberwolves,Center-Forward,210,119.75,USA,1999-08-26,2,Undrafted
1630208,Nick Richards,Hornets,Center,213,111.13,Jamaica,1997-11-29,1,42
1626196,Josh Richardson,Spurs,Guard,198,90.72,USA,1993-09-15,6,40
203085,Austin Rivers,Nuggets,Guard,195,90.72,USA,1992-08-01,9,10
1629130,Duncan Robinson,Heat,Forward,204,97.52,USA,1994-04-22,3,Undrafted
1629011,Mitchell Robinson,Knicks,Center-Forward,213,108.86,USA,1998-04-01,3,36
1630526,Jeremiah Robinson-Earl,Thunder,Forward,207,109.77,USA,2000-11-03,0,32
1629676,Isaiah Roby,Thunder,Forward,207,104.33,USA,1998-02-03,2,45
200765,Rajon Rondo,Cavaliers,Guard,185,81.65,USA,1986-02-22,15,21
201565,Derrick Rose,Knicks,Guard,188,90.72,USA,1988-10-04,13,1
203082,Terrence Ross,Magic,Guard-Forward,201,93.44,USA,1991-02-05,9,8
1626179,Terry Rozier,Hornets,Guard,185,86.18,USA,1994-03-17,6,16
201937,Ricky Rubio,Pacers,Guard,188,86.18,Spain,1990-10-21,10,5
1626156,D'Angelo Russell,Timberwolves,Guard,195,87.54,USA,1996-02-23,6,2
1630346,Matt Ryan,Celtics,Forward,204,97.52,USA,1997-04-17,0,Undrafted
1627734,Domantas Sabonis,Kings,Forward-Center,186,108.86,Lithuania,1996-05-03,5,11
203967,Dario Saric,Suns,Forward-Center,185,102.06,Croatia,1994-04-08,5,12
203107,Tomas Satoransky,Wizards,Guard,204,95.25,Czech Republic,1991-10-30,5,32
1630648,Jordan Schakel,Wizards,Guard,201,90.72,USA,1998-06-13,0,Undrafted
1629678,Admiral Schofield,Magic,Forward,198,109.32,United Kingdom,1997-03-30,2,42
203471,Dennis Schroder,Rockets,Guard,185,78.02,Germany,1993-09-15,8,17
1630206,Jay Scrubb,Clippers,Guard,198,99.79,USA,2000-09-01,1,55
1630578,Alperen Sengun,Rockets,Center,185,110.22,Turkey,2002-07-25,0,16
1629012,Collin Sexton,Cavaliers,Guard,185,86.18,USA,1999-01-04,3,8
1629013,Landry Shamet,Suns,Guard,195,86.18,USA,1997-03-13,3,26
1630549,Day'Ron Sharpe,Nets,Forward,210,120.2,USA,2001-11-06,0,29
1627783,Pascal Siakam,Raptors,Forward,207,104.33,Cameroon,1994-04-02,5,27
1627732,Ben Simmons,Nets,Guard-Forward,186,108.86,Australia,1996-07-20,5,1
1630250,Marko Simonovic,Bulls,Center,186,99.79,Montenegro,1999-10-15,0,44
1629014,Anfernee Simons,Trail Blazers,Guard,192,82.1,USA,1999-06-08,3,24
1630579,Jericho Sims,Knicks,Center,210,113.4,USA,1998-10-20,0,58
1630606,Javonte Smart,Heat,Guard,195,92.99,USA,1999-06-03,0,Undrafted
203935,Marcus Smart,Celtics,Guard,195,99.79,USA,1994-03-06,7,6
202397,Ish Smith,Wizards,Guard,182,79.38,USA,1988-07-05,11,Undrafted
1630188,Jalen Smith,Pacers,Forward-Center,185,97.52,USA,2000-03-16,1,10
1630270,Xavier Sneed,Jazz,Forward,198,97.52,USA,1997-12-21,0,Undrafted
203503,Tony Snell,Pelicans,Guard,201,96.62,USA,1991-11-10,8,20
1630531,Jaden Springer,76ers,Guard,195,91.63,USA,2002-09-25,0,28
203917,Nik Stauskas,Celtics,Guard,201,93.89,Canada,1993-10-07,7,8
202362,Lance Stephenson,Pacers,Forward,198,95.25,USA,1990-09-05,11,40
1630205,Lamar Stevens,Cavaliers,Forward,201,104.33,USA,1997-07-09,1,Undrafted
1630191,Isaiah Stewart,Pistons,Forward-Center,207,113.4,USA,2001-05-22,1,16
1629622,Max Strus,Heat,Guard-Forward,198,97.52,USA,1996-03-28,2,Undrafted
1630591,Jalen Suggs,Magic,Guard,198,92.99,USA,2001-06-03,0,5
1630256,Jae'Sean Tate,Rockets,Forward,195,104.33,USA,1995-10-28,1,Undrafted
1628369,Jayson Tatum,Celtics,Forward-Guard,207,95.25,USA,1998-03-03,4,3
1630678,Terry Taylor,Pacers,Forward,198,104.33,USA,1999-09-23,0,Undrafted
202066,Garrett Temple,Pelicans,Guard-Forward,198,88.45,USA,1986-05-08,12,Undrafted
1630179,Tyrell Terry,Grizzlies,Guard,188,72.57,USA,2000-09-28,1,31
1628464,Daniel Theis,Celtics,Forward-Center,210,111.13,Germany,1992-04-04,4,Undrafted
1630271,Brodric Thomas,Celtics,Guard,198,83.91,USA,1997-01-28,1,Undrafted
1630560,Cam Thomas,Nets,Guard,192,95.25,Japan,2001-10-13,0,27
202738,Isaiah Thomas,Hornets,Guard,179,83.91,USA,1989-02-07,10,60
1629744,Matt Thomas,Bulls,Guard,192,86.18,USA,1994-08-04,2,Undrafted
202691,Klay Thompson,Warriors,Guard,201,99.79,USA,1990-02-08,10,11
202684,Tristan Thompson,Bulls,Center-Forward,210,115.21,Canada,1991-03-13,10,4
1630550,JT Thor,Hornets,Forward,210,92.08,USA,2002-08-26,0,37
1629680,Matisse Thybulle,76ers,Guard-Forward,198,91.17,USA,1997-03-04,2,20
1629681,Killian Tillie,Grizzlies,Forward-Center,210,99.79,France,1998-03-05,1,Undrafted
1630214,Xavier Tillman,Grizzlies,Forward,207,111.13,USA,1999-01-12,1,35
1630225,Isaiah Todd,Wizards,Forward,210,99.34,USA,2001-10-17,0,31
1630167,Obi Toppin,Knicks,Forward,210,99.79,USA,1998-03-04,1,8
1629308,Juan Toscano-Anderson,Warriors,Forward,201,94.8,USA,1993-04-10,2,Undrafted
1626157,Karl-Anthony Towns,Timberwolves,Center-Forward,186,112.49,USA,1995-11-15,6,1
1629018,Gary Trent Jr.,Raptors,Guard-Forward,198,94.8,USA,1999-01-18,3,37
200782,P.J. Tucker,Heat,Forward,198,111.13,USA,1985-05-05,15,35
1629730,Rayjon Tucker,Bucks,Guard,192,94.8,USA,1997-09-24,2,Undrafted
1626167,Myles Turner,Pacers,Center-Forward,186,113.4,USA,1996-03-24,6,11
202685,Jonas Valanciunas,Pelicans,Center,186,120.2,Lithuania,1992-05-06,9,5
1627832,Fred VanVleet,Raptors,Guard,185,89.36,USA,1994-02-25,5,Undrafted
1629020,Jarred Vanderbilt,Timberwolves,Forward,210,97.07,USA,1999-04-03,3,41
1630170,Devin Vassell,Spurs,Guard-Forward,198,90.72,USA,2000-08-23,1,11
1629216,Gabe Vincent,Heat,Guard,192,90.72,USA,1996-06-14,2,Undrafted
202696,Nikola Vucevic,Bulls,Center,185,117.93,Montenegro,1990-10-24,10,16
1629731,Dean Wade,Cavaliers,Forward-Center,210,103.42,USA,1996-11-20,2,Undrafted
1630532,Franz Wagner,Magic,Forward,185,99.79,Germany,2001-08-27,0,8
1629021,Moritz Wagner,Magic,Forward-Center,186,111.13,Germany,1997-04-26,3,25
1630688,Ish Wainright,Suns,Forward,198,113.4,USA,1994-09-12,0,Undrafted
202689,Kemba Walker,Knicks,Guard,182,83.46,USA,1990-05-08,10,9
1629022,Lonnie Walker IV,Spurs,Guard-Forward,195,92.53,USA,1998-12-14,3,18
202322,John Wall,Rockets,Guard,192,95.25,USA,1990-09-06,11,1
203933,T.J. Warren,Pacers,Forward,207,99.79,USA,1993-09-05,7,14
1629023,P.J. Washington,Hornets,Forward,204,104.33,USA,1998-08-23,2,12
1630613,Duane Washington Jr.,Pacers,Guard,192,89.36,Germany,2000-03-24,0,Undrafted
1629139,Yuta Watanabe,Raptors,Guard-Forward,210,97.52,Japan,1994-10-13,3,Undrafted
1630322,Lindy Waters III,Thunder,Forward,201,97.52,USA,1997-07-28,0,Undrafted
1630570,Trendon Watford,Trail Blazers,Forward,207,107.5,USA,2000-11-09,0,Undrafted
1629683,Quinndary Weatherspoon,Warriors,Guard,192,92.99,USA,1996-09-10,2,49
201566,Russell Westbrook,Lakers,Guard,192,90.72,USA,1988-11-12,13,4
1629632,Coby White,Bulls,Guard,195,88.45,USA,2000-02-16,2,7
1628401,Derrick White,Celtics,Guard,195,86.18,USA,1994-07-02,4,29
202355,Hassan Whiteside,Jazz,Center,213,120.2,USA,1989-06-13,11,33
1630580,Joe Wieskamp,Spurs,Guard-Forward,201,92.99,USA,1999-08-23,0,41
1630598,Aaron Wiggins,Thunder,Guard,195,86.18,USA,1999-01-02,0,55
203952,Andrew Wiggins,Warriors,Forward,204,89.36,Canada,1995-02-23,7,1
1629623,Lindell Wigginton,Bucks,Guard,185,85.73,Canada,1998-03-28,0,
1630314,Brandon Williams,Trail Blazers,Guard,188,86.18,USA,1999-11-22,0,Undrafted
1629684,Grant Williams,Celtics,Forward,201,107.05,USA,1998-11-30,2,22
1629026,Kenrich Williams,Thunder,Guard-Forward,201,95.25,USA,1994-12-02,3,Undrafted
101150,Lou Williams,Hawks,Guard,188,79.38,USA,1986-10-27,16,45
1630172,Patrick Williams,Bulls,Forward,204,97.52,USA,2001-08-26,1,4
1630533,Ziaire Williams,Grizzlies,Forward,210,83.91,USA,2001-09-12,0,10
1629057,Robert Williams III,Celtics,Center-Forward,210,107.5,USA,1997-10-17,3,27
1629627,Zion Williamson,Pelicans,Forward,201,128.82,USA,2000-07-06,2,1
1629685,Dylan Windler,Cavaliers,Guard-Forward,201,88.9,USA,1996-09-22,2,26
1626159,Justise Winslow,Trail Blazers,Forward-Guard,201,100.7,USA,1996-03-26,6,10
1630216,Cassius Winston,Wizards,Guard,185,83.91,USA,1998-02-28,1,53
1630164,James Wiseman,Warriors,Center,213,108.86,USA,2001-03-31,1,2
1626174,Christian Wood,Rockets,Forward,210,97.07,USA,1995-09-27,6,Undrafted
1630218,Robert Woodard II,Spurs,Forward,201,106.59,USA,1999-09-22,1,40
1626153,Delon Wright,Hawks,Guard,198,83.91,USA,1992-04-26,6,20
1630589,Moses Wright,Mavericks,Forward,207,102.51,USA,1998-12-23,0,Undrafted
1630593,McKinley Wright IV,Timberwolves,Guard,155,87.09,USA,1998-10-25,0,Undrafted
1628221,Gabe York,Pacers,Guard,192,86.18,USA,1993-08-02,0,Undrafted
201152,Thaddeus Young,Raptors,Forward,207,106.59,USA,1988-06-21,14,12
1629027,Trae Young,Hawks,Guard,185,74.39,USA,1998-09-19,3,5
1630209,Omer Yurtseven,Heat,Center,186,124.74,Turkey,1998-06-19,1,Undrafted
1627826,Ivica Zubac,Clippers,Center,213,108.86,Croatia,1997-03-18,5,32
